1,0.549407115,0.475,0,0,0,0.009505708,6.35E-05,0.014906833,0.000224414,0.043119029,0.053484605,0.050810013,0.024941543,0.891791045,0.178823537,0.444022784,0.051546391,0.5456349,0.322724203,1
1716,0.422924901,0.554166667,0,0,0,0.013307987,0.00015312,0.004968944,5.34E-05,0.006713143,0,0.019145802,0,0.785447766,0.19294118,0.529411781,0.019145802,1,0.159448519,3
1339,0.015810277,0.375,0,0,0,0.079847911,0.002330411,0.039751549,0.00043814,0.117996389,0.133711513,0.131811494,0.088074818,0.904850748,0.225882359,0.354838728,0.134020609,0.3768521,0.307733979,1
1584,0.770750988,0.7125,0,0,0,0.039923947,0.000436951,0.013664586,0.000269831,0.13865222,0.12317667,0.120029447,0.173031946,0.682835827,0.075294121,0.823529419,0.163475694,0.31489658,0.892424935,7
1145,0.486166008,0.75,0,0,0,0.119771892,0.002761483,0.073291926,0.002019818,0.416473026,0.38573745,0.495581749,0.361652376,0.48880599,0.609411755,0.159392817,0.495581749,0.31361094,0.16933917,6
101,0.592885375,0.325,0,0,0,0.287072259,0.004615541,0.016149063,0.000281089,0.221017301,0.199351708,0.27172312,0.187841,0.61380598,0.427058839,0.326375724,0.27172312,0.35127252,0.167482172,4
1406,0.312252964,0.35,0,0,0,0.041825099,0.001015821,0.021118001,0.000398067,0.149238325,0.155591578,0.17673048,0.113795793,0.830223883,0.298823536,0.313093005,0.17673048,0.39043593,0.247932384,1
2169,0.249011858,0.158333333,0,0,0,0.032319465,0.000242752,0.016149134,0.000301891,0.759101468,0.708265836,0.85419735,0.706157403,0.240671681,0.767058825,0.157495285,0.85419735,0.246491,0.139762338,2
2105,0.146245059,0.420833333,0,0,0,0.019011411,0.000388402,0.022360249,6.41E-05,0.043377229,0.051053485,0.053755528,0.024941543,0.873134329,0.191764709,0.442125253,0.053755528,0.5591711,0.297177334,1
1535,0.280632411,0.083333333,0,0,0,0.038022757,0.001508791,0.029813664,0.000512943,0.947585839,0.947325786,0.964653925,0.928293081,0.529850774,0.437647074,0.394686919,0.964653925,0.10761623,0.132484261,2
1296,0.304347826,0.241666667,0,0,0,0.051330787,0.001154001,0.036024833,0.001039248,0.169635951,0.16045381,0.215758476,0.129384256,0.716417915,0.392941173,0.277039876,0.215758476,0.4315472,0.206990601,1
2162,0.09486166,0.125,0,0,0,0.034220534,0.000582599,0.033540342,0.00047287,0.790601643,0.757698519,0.869661312,0.737334377,0.354477635,0.697647045,0.153700189,0.869661312,0.20829348,0.15182226,2
854,0.561264822,0.325,0,0,0,0.091254751,0.002209186,0.007453412,1.15E-11,0.125484125,0.10210697,0.170839477,0.099766168,0.632462694,0.37882354,0.385199263,0.170839477,0.45909294,0.156319733,5
2035,0.241106719,0.554166667,0,0,0,0.0095057,6.35E-05,0.016149066,0.000237772,0.033565714,0.04376013,0.038291605,0.018706157,0.893656718,0.162352945,0.468690713,0.041237114,0.5746032,0.348359293,1
613,0.067193676,0.229166667,0,0,0,0.296577902,0.009165583,0.244720449,0.00381515,0.278079025,0.235818498,0.32842416,0.265003904,0.453358232,0.438823533,0.470588248,0.32842416,0.3501687,0.103001609,3
2146,0.019762846,0.179166667,0,0,0,0.020912491,0.000108305,0.021118001,0.000398069,0.814097639,0.795786096,0.877761378,0.763055331,0.447761206,0.629411767,0.168880473,0.877761378,0.18114924,0.162007539,2
